Num_Acc,an,mois,jour,dep,lat,long,indemne,blesse,hospitalise,decede,total
200800050428,8,9,22,340,43.60778,3.92552,2,1,0,0,3
200800050430,8,9,24,340,43.60198,3.90148,1,1,0,0,2
200800050431,8,9,24,340,43.61488,3.88307,1,1,0,0,2
200800050432,8,9,25,340,43.60996,3.8611,0,1,0,0,1
200800050433,8,9,27,340,43.60373,3.86507,2,1,0,0,3
200800050435,8,9,27,340,43.61462,3.83553,2,1,0,0,3
200800050436,8,9,27,340,43.63426,3.8206,0,1,0,0,1
200800050438,8,9,30,340,43.62376,3.81416,1,1,0,0,2
200800050439,8,9,30,340,43.60026,3.87448,2,1,0,0,3
200800050440,8,9,30,340,43.62943,3.82229,2,1,0,0,3
200800050441,8,9,29,340,43.63902,3.82887,1,1,0,0,2
200800050442,8,9,29,340,43.60091,3.8974,0,1,0,0,1
200800056306,8,10,27,340,43.621,4.012,1,0,1,0,2
200800056307,8,10,31,340,43.651,3.964,0,1,1,0,2
200800056309,8,10,13,340,43.834,3.909,1,0,1,0,2
200800056310,8,10,11,340,43.329,3.05,0,0,0,1,1
200800056311,8,10,20,340,43.314,3.162,0,1,1,0,2
200800056312,8,10,4,340,43.418,2.973,1,1,0,0,2
200800056313,8,10,2,340,43.409,3.409,0,0,2,1,3
200800056314,8,10,12,340,43.555,3.382,0,0,1,0,1
200800056315,8,10,18,340,43.509,3.311,1,1,0,0,2
200800056316,8,10,8,340,43.286,3.283,1,1,0,0,2
200800056317,8,10,6,340,43.591,3.457,1,1,1,0,3
200800056320,8,10,14,340,43.659,3.554,1,0,1,0,2
200800056535,8,10,4,340,43.616,3.808,1,1,0,0,2
200800056536,8,10,6,340,43.614,3.783,1,0,0,1,2
200800056589,8,10,15,340,43.565,3.836,0,1,0,1,2
200800056687,8,10,21,340,43.558,4.012,1,0,0,1,2
200800056703,8,10,8,340,43.69,3.927,0,2,0,0,2
200800056709,8,10,4,340,43.577,3.817,0,1,5,1,7
200800058008,8,10,1,340,43.60759,3.86994,1,1,0,0,2
200800058010,8,10,3,340,43.59277,3.90661,2,0,1,0,3
200800058014,8,10,3,340,43.60625,3.86372,1,1,0,0,2
200800058015,8,10,3,340,43.61101,3.84752,1,1,0,0,2
200800058017,8,10,4,340,43.58096,3.93181,4,1,0,0,5
200800058018,8,10,5,340,43.61449,3.8799,1,0,1,0,2
200800058021,8,10,6,340,43.60625,3.83725,2,0,1,0,3
200800058026,8,10,9,340,43.62877,3.81867,0,1,0,0,1
200800058027,8,10,8,340,43.57512,3.85933,1,2,0,0,3
200800058028,8,10,10,340,43.58866,3.86564,1,1,0,0,2
200800058030,8,10,11,340,43.60705,3.8904,1,1,1,0,3
200800058031,8,10,14,340,43.63128,3.84041,1,1,0,0,2
200800058032,8,10,4,340,43.59305,3.88563,1,0,1,0,2
200800058033,8,10,9,340,43.60268,3.90062,0,1,0,0,1
200800058034,8,10,15,340,43.57533,3.86941,0,1,0,0,1
200800058037,8,10,15,340,43.60923,3.89445,1,1,0,0,2
200800058038,8,10,15,340,43.61864,3.89353,1,1,0,0,2
200800058040,8,10,14,340,43.57799,3.94686,1,1,0,0,2
200800058043,8,10,16,340,43.61437,3.91491,0,1,0,0,1
200800058044,8,10,17,340,43.61459,3.83508,3,1,0,0,4
200800058046,8,10,19,340,43.61477,3.83449,1,3,0,0,4
200800058048,8,10,20,340,43.6059,3.87332,0,1,0,0,1
200800058049,8,10,16,340,43.60233,3.87024,1,1,0,0,2
200800058051,8,10,20,340,43.56122,3.95611,1,1,0,0,2
200800058053,8,10,22,340,43.5738,3.95315,0,1,0,0,1
200800058056,8,10,25,340,43.60323,3.85585,1,0,1,0,2
200800058057,8,10,25,340,43.58327,3.92429,2,1,0,0,3
200800058058,8,10,28,340,43.62708,3.87298,0,1,0,0,1
200800058059,8,10,28,340,43.56731,3.9569,0,1,0,0,1
200800058060,8,10,28,340,43.60756,3.87404,2,1,0,0,3
200800058061,8,10,29,340,43.61878,3.89365,1,1,0,0,2
200800058062,8,10,29,340,43.6214,3.84815,1,0,1,0,2
200800058063,8,10,29,340,43.60103,3.84995,0,1,0,0,1
200800058065,8,10,25,340,43.58103,3.89866,0,1,0,0,1
200800058066,8,10,30,340,43.60897,3.89056,0,3,0,0,3
200800058068,8,10,23,340,43.58517,3.85999,0,0,1,0,1
200800062726,8,11,10,340,43.634,3.898,1,1,1,0,3
200800062727,8,11,12,340,43.684,3.988,1,0,1,0,2
200800062728,8,11,23,340,43.669,4.029,1,0,1,0,2
200800062730,8,11,19,340,43.749,3.863,1,1,1,0,3
200800062732,8,11,12,340,43.661,3.038,1,0,1,0,2
200800062733,8,11,4,340,43.331,3.054,4,0,1,0,5
200800062734,8,11,18,340,43.288,3.021,0,1,0,0,1
200800062736,8,11,8,340,43.482,3.11,0,0,4,0,4
200800062738,8,11,22,340,43.471,2.79,0,1,0,0,1
200800062739,8,11,25,340,43.493,2.76,1,1,2,0,4
200800062740,8,11,1,340,43.477,3.222,0,2,0,0,2
200800062741,8,11,9,340,43.501,3.33,0,0,1,1,2
200800062742,8,11,18,340,43.495,3.295,0,0,1,0,1
200800062744,8,11,18,340,43.525,3.449,1,0,0,1,2
200800062745,8,11,4,340,43.64,3.53,1,0,3,0,4
200800062746,8,11,5,340,43.388,3.456,0,3,0,0,3
200800062749,8,11,23,340,43.323,3.549,0,2,0,0,2
200800062750,8,11,29,340,43.316,3.398,1,1,0,0,2
200800062752,8,11,3,340,43.431,3.557,2,0,1,0,3
200800063572,8,11,21,340,43.607,3.788,0,0,1,0,1
200800063672,8,11,21,340,43.545,3.851,0,1,0,0,1
200800063720,8,11,20,340,43.703,3.864,1,0,1,0,2
200800064298,8,11,10,340,43.62175,3.87446,1,1,0,0,2
200800064299,8,11,10,340,43.60742,3.83856,1,1,0,0,2
200800064301,8,11,11,340,43.61832,3.85312,0,1,0,0,1
200800064302,8,11,10,340,43.61548,3.8563,1,1,0,0,2
200800064303,8,11,14,340,43.59294,3.90655,1,0,1,0,2
200800064304,8,11,13,340,43.64466,3.84222,1,1,0,0,2
200800064305,8,11,10,340,43.61574,3.82012,2,1,0,0,3
200800064306,8,11,14,340,43.60355,3.8905,1,0,1,0,2
200800064307,8,11,15,340,43.59319,3.852,1,0,1,0,2
200800064308,8,11,18,340,43.62625,3.8381,0,0,1,0,1
200800064309,8,11,19,340,43.61002,3.86232,2,1,1,0,4
200800064310,8,11,21,340,43.60063,3.89735,0,1,0,0,1
200800064312,8,11,21,340,43.60321,3.85629,1,1,0,0,2
200800064313,8,11,23,340,43.59572,3.86848,1,1,0,0,2
200800064314,8,11,24,340,43.60432,3.88085,1,1,0,0,2
200800064315,8,11,24,340,43.60074,3.89766,1,1,0,0,2
200800064316,8,11,24,340,43.60662,3.876,1,1,0,0,2
200800064317,8,11,24,340,43.58272,3.93283,1,1,0,0,2
200800064347,8,11,2,340,43.6061,3.89856,3,1,0,0,4
200800064348,8,11,3,340,43.63449,3.85014,1,1,0,0,2
200800064349,8,11,3,340,43.57165,3.88646,1,1,0,0,2
200800064351,8,11,7,340,43.62616,3.89502,0,0,0,1,1
200800064352,8,11,7,340,43.61507,3.86976,1,1,0,0,2
200800064353,8,11,4,340,43.6421,3.84567,1,1,0,0,2
200800064354,8,11,8,340,43.56125,3.86686,1,2,0,0,3
200800064356,8,11,8,340,43.62502,3.88821,1,1,2,0,4
200800064358,8,11,7,340,43.60547,3.90431,1,1,0,0,2
200800064359,8,11,7,340,43.58017,3.93086,1,1,0,0,2
200800064360,8,11,8,340,43.62711,3.87215,1,1,0,0,2
200800064362,8,11,25,340,43.56227,3.95141,1,1,0,0,2
200800064363,8,11,26,340,43.59935,3.87344,1,1,0,0,2
200800064365,8,11,26,340,43.64437,3.84128,1,0,1,0,2
200800064366,8,11,26,340,43.62694,3.86161,1,1,0,0,2
200800064370,8,11,27,340,43.6133,3.8666,1,1,0,0,2
200800064371,8,11,27,340,43.57765,3.94716,1,1,0,0,2
200800064372,8,11,28,340,43.56167,3.94574,1,0,1,0,2
200800064373,8,11,29,340,43.60383,3.89312,0,0,1,1,2
200800064374,8,11,30,340,43.60383,3.89312,1,1,0,0,2
200800064375,8,11,30,340,43.59579,3.88786,1,0,1,0,2
200800064376,8,11,28,340,43.6093,3.83945,3,1,1,0,5
200800069587,8,12,6,340,43.695,4.016,0,0,3,0,3
200800069588,8,12,27,340,43.719,4.031,2,0,0,1,3
200800069589,8,12,12,340,43.91,3.73,0,0,2,0,2
200800069592,8,12,23,340,43.651,3.964,1,1,0,0,2
200800069593,8,12,25,340,43.654,4.097,0,0,1,1,2
200800069596,8,12,11,340,43.289,3.146,1,0,0,1,2
200800069597,8,12,17,340,43.355,2.997,0,0,1,0,1
200800069598,8,12,25,340,43.418,3.125,1,0,2,1,4
200800069599,8,12,5,340,43.391,3.388,0,0,1,0,1
200800069601,8,12,13,340,43.493,3.351,0,0,0,2,2
200800069602,8,12,23,340,43.416,3.413,2,1,1,1,5
200800069603,8,12,16,340,43.416,3.23,0,1,0,0,1
200800069604,8,12,22,340,43.394,3.315,1,2,1,0,4
200800069607,8,12,7,340,43.278,3.285,2,0,1,0,3
200800069608,8,12,25,340,43.308,3.331,0,0,1,0,1
200800069609,8,12,4,340,43.727,3.266,0,0,2,0,2
200800069613,8,12,8,340,43.368,3.424,2,1,0,0,3
200800069615,8,12,7,340,43.458,3.655,1,0,0,1,2
200800069813,8,12,5,340,43.574,3.862,1,0,1,0,2
200800069814,8,12,20,340,43.601,3.911,0,0,1,0,1
200800069815,8,12,23,340,43.362,3.341,5,0,1,0,6
200800069816,8,12,31,340,43.342,3.292,0,0,2,0,2
200800069934,8,12,2,340,43.71,3.94,0,0,1,0,1
200800071179,8,12,1,340,43.56406,3.89447,1,0,1,0,2
200800071180,8,12,1,340,43.60992,3.9038,0,1,0,0,1
200800071181,8,12,1,340,43.58683,3.9299,1,1,0,0,2
200800071182,8,12,1,340,43.63014,3.84332,2,1,0,0,3
200800071183,8,12,1,340,43.62287,3.87251,1,0,1,0,2
200800071184,8,12,3,340,43.60147,3.85179,2,1,0,0,3
200800071185,8,12,2,340,43.61808,3.87307,1,1,0,0,2
200800071186,8,12,3,340,43.61372,3.83915,1,1,0,0,2
200800071187,8,12,2,340,43.61487,3.87695,1,1,0,0,2
200800071189,8,12,4,340,43.62586,3.82138,1,0,1,0,2
200800071191,8,12,6,340,43.58909,3.8704,2,1,0,0,3
200800071192,8,12,6,340,43.61721,3.84234,2,1,0,0,3
200800071193,8,12,8,340,43.60481,3.8593,1,0,0,1,2
200800071196,8,12,10,340,43.60189,3.84918,0,1,0,0,1
200800071197,8,12,10,340,43.60649,3.87985,1,1,0,0,2
200800071198,8,12,10,340,43.60689,3.86925,1,1,0,0,2
200800071199,8,12,11,340,43.62082,3.83374,1,1,0,0,2
200800071200,8,12,11,340,43.61451,3.88247,1,0,1,0,2
200800071201,8,12,12,340,43.5973,3.90371,0,0,2,0,2
200800071203,8,12,13,340,43.56436,3.95843,0,2,1,0,3
200800071206,8,12,15,340,43.6165,3.8745,2,1,0,0,3
200800071207,8,12,15,340,43.60813,3.83516,1,1,0,0,2
200800071208,8,12,12,340,43.59983,3.87558,1,1,0,0,2
200800071209,8,12,15,340,43.56908,3.95355,0,2,0,0,2
200800071210,8,12,16,340,43.62019,3.81792,1,1,0,0,2
200800071211,8,12,17,340,43.62019,3.81792,0,2,0,0,2
200800071212,8,12,17,340,43.60954,3.83843,1,1,0,0,2
200800071213,8,12,19,340,43.61289,3.86744,2,0,1,0,3
200800071214,8,12,19,340,43.615,3.86621,1,0,1,0,2
200800071215,8,12,19,340,43.60858,3.84776,1,2,0,0,3
200800071216,8,12,20,340,43.62074,3.85002,1,1,0,0,2
200800071217,8,12,20,340,43.60484,3.87655,1,0,1,0,2
200800071219,8,12,19,340,43.60312,3.88238,1,0,1,0,2
200800071220,8,12,22,340,43.61014,3.85411,1,0,1,0,2
200800071222,8,12,24,340,43.6089,3.85285,1,0,1,0,2
200800071223,8,12,27,340,43.60975,3.89894,1,2,0,0,3
200800071224,8,12,27,340,43.58486,3.92741,2,1,0,0,3
200800071225,8,12,26,340,43.61498,3.83584,1,1,0,0,2
200800071226,8,12,31,340,43.6363,3.8478,1,1,0,0,2
201000012778,10,3,17,340,43.6309,3.90579,1,0,1,0,2
201000012779,10,5,20,340,43.64742,3.91016,0,0,3,0,3
201000012780,10,7,31,340,43.64152,3.89388,1,0,1,0,2
201000012783,10,3,5,340,43.74105,4.05068,2,1,0,0,3
201000012784,10,3,6,340,43.65897,3.98085,1,0,1,0,2
201000012785,10,4,29,340,43.67359,3.95653,0,0,1,0,1
201000012786,10,5,5,340,43.659,4.029,0,0,1,0,1
201000012787,10,5,8,340,43.73241,4.04817,4,0,2,0,6
201000012788,10,5,22,340,43.70482,4.02508,2,1,1,0,4
201000012789,10,6,18,340,43.70668,3.95971,0,0,1,0,1
201000012790,10,6,18,340,43.686,3.991,0,1,1,0,2
201000012791,10,6,24,340,43.691,4.02799,0,1,0,0,1
201000012792,10,6,24,340,43.66003,4.02085,0,1,0,0,1
201000012793,10,7,24,340,43.71066,3.94323,0,0,0,1,1
201000012794,10,7,25,340,43.658,3.959,0,0,1,0,1
201000012795,10,8,10,340,43.65611,4.00529,1,0,1,0,2
201000012796,10,8,23,340,43.65879,4.01543,0,1,0,0,1
201000012797,10,9,4,340,43.66511,4.03896,2,0,1,0,3
201000012798,10,9,5,340,43.71622,3.95052,1,1,1,0,3
201000012799,10,9,21,340,43.66764,4.04559,1,0,0,1,2
201000012800,10,9,22,340,43.72287,3.95417,0,0,2,0,2
201000012801,10,10,13,340,43.66602,4.04145,3,0,1,3,7
201000012802,10,10,13,340,43.67414,3.98241,0,1,1,0,2
201000012805,10,12,30,340,43.138,3.654,0,0,2,1,3
201000012806,10,2,4,340,43.77287,3.72085,0,0,1,0,1
201000012807,10,1,16,340,43.87929,3.71778,0,0,0,1,1
201000012808,10,2,14,340,43.93987,3.7135,0,2,2,0,4
201000012810,10,8,1,340,43.94213,3.80638,0,0,1,0,1
201000012813,10,7,11,340,43.53227,4.08044,1,1,0,0,2
201000012815,10,8,2,340,43.55995,4.07961,2,0,1,0,3
201000012816,10,9,14,340,43.56977,4.07477,1,0,0,1,2
201000012817,10,1,3,340,43.6591,4.16482,0,0,3,0,3
201000012819,10,2,21,340,43.61892,4.11584,0,1,1,0,2
201000012821,10,3,15,340,43.7494,4.06415,0,0,1,0,1
201000012823,10,3,21,340,43.633,4.133,2,0,1,0,3
201000012825,10,4,7,340,43.75113,4.07012,0,1,0,0,1
201000012826,10,4,8,340,43.68297,4.15064,1,0,1,0,2
201000012828,10,5,25,340,43.67724,4.13589,2,0,1,0,3
201000012829,10,6,11,340,43.74939,4.06438,0,0,1,0,1
201000012830,10,6,13,340,43.75057,4.06818,0,1,1,0,2
201000012831,10,6,22,340,43.75086,4.04003,0,0,1,0,1
201000012833,10,8,29,340,43.66906,4.048,0,0,1,0,1
201000012834,10,9,2,340,43.59631,4.10512,1,1,0,0,2
201000012835,10,9,5,340,43.63973,4.13686,0,1,1,1,3
201000012836,10,9,5,340,43.64988,4.18414,0,4,2,0,6
201000012837,10,9,7,340,43.681,4.136,0,1,1,0,2
201000012838,10,9,14,340,43.65601,4.13664,0,1,1,0,2
201000012839,10,9,19,340,43.66931,4.04833,0,1,1,0,2
201000012840,10,9,28,340,43.669,4.17747,1,0,1,0,2
201000012841,10,12,16,340,43.679,4.12899,1,0,1,0,2
201000012842,10,12,15,340,43.677,4.13699,1,0,1,0,2
201000012843,10,2,5,340,43.6164,3.94659,1,0,1,0,2
201000012844,10,3,27,340,43.623,3.951,0,1,2,0,3
201000012845,10,3,29,340,43.5953,3.96842,2,0,1,0,3
201000012846,10,4,18,340,43.63812,4.07874,1,0,1,0,2
201000012847,10,5,14,340,43.63,4.04,2,0,2,0,4
201000012848,10,5,17,340,43.58993,3.94341,1,0,1,0,2
201000012849,10,7,6,340,43.64607,3.96161,1,0,1,0,2
201000012850,10,9,12,340,43.623,3.986,0,0,6,0,6
201000012852,10,3,29,340,43.74641,3.76251,0,0,0,1,1
201000012853,10,4,13,340,43.81353,3.64243,4,0,1,0,5
201000012854,10,11,8,340,43.839,3.743,1,1,1,1,4
201000012855,10,12,31,340,43.816,3.744,2,0,0,1,3
201000012856,10,3,14,340,43.80443,3.95403,1,0,1,0,2
201000012857,10,4,12,340,43.7739,3.87511,0,2,2,0,4
201000012858,10,5,1,340,43.76883,3.96912,0,0,1,0,1
201000012859,10,7,24,340,43.81117,3.88064,0,1,2,0,3
201000012860,10,8,5,340,43.78806,3.834,0,0,0,2,2
201000012861,10,9,16,340,43.79097,3.85021,1,0,1,0,2
201000012862,10,10,7,340,43.745,3.866,0,2,1,1,4
201000012863,10,12,4,340,43.774,3.869,1,1,0,0,2
201000012864,10,12,17,340,43.754,3.897,1,1,1,0,3
201000012865,10,1,6,340,43.575,2.989,0,0,1,0,1
201000012868,10,1,23,340,43.67213,3.0517,0,0,1,0,1
201000012869,10,2,23,340,43.16433,3.64764,0,0,2,0,2
201000012870,10,3,14,340,43.56317,3.17843,1,0,1,0,2
201000012871,10,4,4,340,43.66242,3.07569,2,1,1,0,4
201000012872,10,4,5,340,43.00853,4.3667,1,0,1,0,2
201000012873,10,4,12,340,43.61162,3.09332,0,0,1,0,1
201000012874,10,4,17,340,43.58732,3.08131,0,0,2,0,2
201000012875,10,4,22,340,43.62381,3.16005,1,0,1,0,2
201000012876,10,5,17,340,43.58115,3.15705,0,0,0,1,1
201000012877,10,8,15,340,43.5807,3.16732,3,0,1,0,4
201000012878,10,8,20,340,43.65379,3.0411,1,0,1,0,2
201000012879,10,8,25,340,43.60214,3.19676,0,0,1,0,1
201000012881,10,1,27,340,43.31087,2.64018,0,1,1,0,2
201000012882,10,7,5,340,43.3258,3.09869,0,0,1,0,1
201000012883,10,9,5,340,43.33681,3.04075,0,0,1,0,1
201000012884,10,3,19,340,43.29022,2.76413,1,0,1,0,2
201000012885,10,5,15,340,43.30458,3.15973,1,0,1,0,2
201000012886,10,5,29,340,43.29516,3.14084,2,1,0,0,3
201000012887,10,6,6,340,43.30951,2.62971,0,2,1,0,3
201000012888,10,7,2,340,43.328,2.606,0,1,1,0,2
201000012889,10,7,10,340,43.32342,3.06668,0,0,3,3,6
201000012890,10,8,28,340,43.33576,3.04061,0,0,0,1,1
201000012891,10,9,27,340,43.36561,3.0802,1,0,1,0,2
201000012892,10,11,3,340,43.333,3.042,1,0,1,0,2
201000012893,10,3,5,340,43.4489,3.20971,0,0,1,0,1
201000012894,10,3,18,340,43.44013,2.87805,0,0,0,1,1
201000012895,10,3,23,340,43.37947,3.10929,2,0,0,1,3
201000012896,10,3,26,340,43.42129,3.16351,1,0,1,0,2
201000012898,10,3,29,340,43.40219,3.18394,0,0,0,1,1
201000012899,10,4,13,340,43.44858,3.05256,2,0,1,0,3
201000012900,10,4,15,340,43.4208,2.95399,0,0,0,1,1
201000012901,10,6,21,340,43.3776,3.1735,1,1,0,0,2
201000012902,10,7,17,340,43.50285,3.19,1,0,1,1,3
201000012903,10,7,27,340,43.4386,3.21652,1,3,1,0,5
201000012906,10,10,1,340,43.3841,2.93652,1,0,0,1,2
201000012907,10,10,6,340,43.402,3.193,2,0,1,1,4
201000012908,10,10,5,340,43.39358,3.17898,0,1,0,0,1
201000012909,10,10,26,340,43.53001,3.14401,1,0,1,0,2
201000012910,10,11,16,340,43.4,2.915,1,1,1,0,3
201000012911,10,12,3,340,43.523,3.189,1,0,1,0,2
201000012912,10,12,15,340,43.396,3.102,1,1,0,0,2
201000012913,10,12,21,340,43.345,2.949,0,0,0,1,1
201000012914,10,12,31,340,43.435,2.979,0,1,0,0,1
201000012915,10,7,4,340,43.27511,2.74292,0,0,2,0,2
201000012916,10,9,27,340,43.34568,2.78913,0,0,1,0,1
201000012917,10,3,13,340,43.39406,3.37155,0,0,1,0,1
201000012918,10,4,6,340,43.40692,3.36786,0,0,1,0,1
201000012919,10,4,14,340,43.422,3.43141,0,0,1,0,1
201000012920,10,4,16,340,43.45795,3.53054,4,2,1,0,7
201000012921,10,5,19,340,43.51391,3.46283,0,0,1,0,1
201000012922,10,5,21,340,43.4363,3.41682,2,0,1,0,3
201000012923,10,6,25,340,43.41096,3.41277,2,0,2,1,5
201000012924,10,7,2,340,43.48773,3.51621,0,0,1,0,1
201000012925,10,7,7,340,43.46429,3.41025,1,0,1,0,2
201000012926,10,7,15,340,43.49731,3.42396,0,0,0,1,1
201000012927,10,7,16,340,43.48735,3.50794,0,0,2,0,2
201000012928,10,8,14,340,43.41197,3.35646,1,0,1,0,2
201000012929,10,8,18,340,43.4287,3.41389,3,1,0,1,5
201000012930,10,9,5,340,43.48009,3.3954,0,0,1,0,1
201000012931,10,9,22,340,43.42345,3.43091,0,0,2,0,2
201000012932,10,10,3,340,43.487,3.55,0,0,1,0,1
201000012933,10,10,4,340,43.3912,3.40298,0,0,1,0,1
201000012938,10,2,12,340,43.59703,2.95085,0,1,0,0,1
201000012939,10,7,10,340,43.46963,2.76679,1,0,1,0,2
201000012940,10,7,14,340,43.58547,2.70317,0,0,0,1,1
201000012941,10,7,25,340,43.49008,3.0251,0,1,1,0,2
201000012942,10,8,3,340,43.48208,3.75128,1,0,1,0,2
201000012943,10,10,17,340,43.45365,2.75134,0,0,1,1,2
201000012944,10,1,5,340,43.45995,3.20677,2,0,1,0,3
201000012945,10,1,10,340,43.39646,3.31253,0,0,0,1,1
201000012946,10,1,13,340,43.411,3.23,0,0,1,0,1
201000012947,10,2,15,340,43.49754,3.32857,0,0,0,1,1
201000012948,10,2,21,340,43.53271,3.23002,0,1,0,0,1
201000012949,10,2,25,340,43.50386,3.31226,0,0,1,0,1
201000012950,10,3,2,340,43.47496,3.26704,0,1,0,1,2
201000012951,10,4,10,340,43.45307,3.20826,2,1,1,0,4
201000012953,10,6,15,340,43.526,3.254,0,0,0,1,1
201000012955,10,6,30,340,43.4513,3.20878,2,2,1,0,5
201000012956,10,7,6,340,43.512,3.199,1,0,1,0,2
201000012957,10,7,14,340,43.46468,3.26828,0,0,1,0,1
201000012958,10,7,16,340,43.468,3.27,0,0,1,0,1
201000012959,10,7,23,340,43.51267,3.31524,0,0,0,1,1
201000012960,10,7,27,340,43.486,3.305,1,0,2,0,3
201000012961,10,7,31,340,43.47507,3.25371,0,0,0,1,1
201000012962,10,8,1,340,43.43819,3.29546,0,1,0,0,1
201000012963,10,8,4,340,43.40524,3.33576,0,1,0,0,1
201000012964,10,7,4,340,43.421,3.332,3,2,1,0,6
201000012965,10,9,24,340,43.42008,3.30674,2,1,0,0,3
201000012966,10,10,11,340,43.52372,3.25018,0,0,1,0,1
201000012967,10,10,20,340,43.40061,3.22899,1,0,1,0,2
201000012968,10,10,21,340,43.43274,3.25606,0,0,1,0,1
201000012969,10,10,24,340,43.43765,3.25991,1,0,2,0,3
201000012970,10,11,15,340,43.517,3.312,0,0,1,0,1
201000012971,10,11,18,340,43.425,3.243,0,0,1,0,1
201000012972,10,12,3,340,43.419,3.268,0,0,1,0,1
201000012973,10,12,5,340,43.437,3.287,0,0,1,0,1
201000012974,10,12,17,340,43.474,3.218,2,0,1,0,3
201000012975,10,1,22,340,43.27351,3.2847,1,1,0,0,2
201000012976,10,1,24,340,43.2476,3.26251,2,2,0,0,4
201000012977,10,2,2,340,43.26929,3.22302,1,0,1,0,2
201000012978,10,4,26,340,43.27456,3.23079,1,0,1,0,2
201000012980,10,6,4,340,43.29065,3.22047,0,1,1,0,2
201000012981,10,6,8,340,43.2791,3.29579,0,0,1,0,1
201000012982,10,7,5,340,43.28257,3.27974,1,1,0,0,2
201000012983,10,7,7,340,43.31423,3.36268,1,0,1,0,2
201000012984,10,7,8,340,43.28196,3.2882,0,2,0,0,2
201000012987,10,8,23,340,43.25195,3.29155,1,0,1,0,2
201000012988,10,8,24,340,43.31331,3.33761,1,0,0,2,3
201000012990,10,11,26,340,43.27,3.224,0,1,1,0,2
201000012994,10,5,10,340,43.6776,3.35205,0,0,1,0,1
201000012995,10,6,3,340,43.73193,3.30495,2,1,1,0,4
201000012996,10,6,4,340,43.73233,3.30233,1,2,0,0,3
201000012997,10,6,25,340,43.73323,3.31207,1,0,1,0,2
201000012998,10,12,8,340,43.735,3.317,1,0,1,0,2
201000012999,10,12,21,340,43.75,3.435,0,0,1,1,2
201000013000,10,1,23,340,43.57468,3.46374,2,0,1,0,3
201000013001,10,3,21,340,43.59757,3.50103,0,3,0,0,3
201000013002,10,3,30,340,43.66111,3.46376,1,0,1,0,2
201000013005,10,4,23,340,43.57763,3.46291,1,1,1,0,3
201000013006,10,6,2,340,43.54398,3.54111,1,0,1,0,2
201000013007,10,7,15,340,43.51948,3.44911,0,0,3,0,3
201000013008,10,7,28,340,43.63397,3.40898,1,0,1,0,2
201000013009,10,8,6,340,43.62439,3.46877,0,0,1,1,2
201000013011,10,11,22,340,43.595,3.453,0,1,2,0,3
201000013012,10,12,5,340,43.649,3.475,1,0,1,0,2
201000013013,10,12,23,340,43.628,3.434,1,0,1,0,2
201000013014,10,12,31,340,43.634,3.439,0,0,2,0,2
201000013015,10,4,15,340,43.70735,3.55865,0,1,4,0,5
201000013016,10,7,2,340,43.56,3.606,0,0,1,0,1
201000013017,10,7,7,340,43.655,3.501,1,0,1,0,2
201000013018,10,7,8,340,43.71917,3.68032,0,0,1,0,1
201000013019,10,8,14,340,43.65239,3.55355,0,0,1,0,1
201000013020,10,9,11,340,43.62451,3.64225,0,0,1,0,1
201000013021,10,1,6,340,43.28491,3.37233,1,1,0,0,2
201000013023,10,4,2,340,43.36823,3.52296,0,0,2,0,2
201000013024,10,4,7,340,43.37652,3.48528,4,1,0,0,5
201000013025,10,4,18,340,43.31783,3.54195,1,0,1,0,2
201000013026,10,4,18,340,43.3148,3.3779,2,0,2,0,4
201000013028,10,5,14,340,43.36213,3.38413,0,1,2,0,3
201000013030,10,5,28,340,43.36391,3.40436,1,0,0,1,2
201000013031,10,7,4,340,43.31382,3.38751,1,1,0,0,2
201000013034,10,7,30,340,43.34868,3.43562,1,1,1,0,3
201000013035,10,8,3,340,43.35325,3.49055,1,0,0,1,2
201000013036,10,8,7,340,43.34738,3.42832,0,0,0,1,1
201000013038,10,8,13,340,43.32943,3.53203,1,0,1,0,2
201000013039,10,8,21,340,43.35423,3.53271,1,0,1,0,2
201000013040,10,9,3,340,43.3703,3.52181,0,0,2,0,2
201000013041,10,9,7,340,43.34797,3.50853,0,1,1,0,2
201000013042,10,10,9,340,43.34888,3.42036,1,0,2,0,3
201000013044,10,11,14,340,43.382,3.472,0,1,0,0,1
201000013046,10,3,20,340,43.46451,3.69092,1,0,1,0,2
201000013047,10,3,24,340,43.54962,3.70926,3,0,1,0,4
201000013048,10,3,30,340,43.45628,3.70217,0,0,0,3,3
201000013049,10,9,23,340,43.456,3.70246,1,1,2,0,4
201000013050,10,9,24,340,43.50976,3.68387,1,0,2,0,3
201000013051,10,9,29,340,43.54751,3.73601,0,0,0,1,1
201000013052,10,10,18,340,43.54227,3.71581,0,0,0,1,1
201000013054,10,1,26,340,43.42841,3.60666,1,0,0,1,2
201000013055,10,3,8,340,43.44316,3.5698,1,0,0,1,2
201000013056,10,4,2,340,43.45446,3.65651,1,1,0,0,2
201000013057,10,5,10,340,43.49893,3.68548,1,0,1,0,2
201000013058,10,7,2,340,43.458,3.654,0,2,1,0,3
201000013059,10,7,8,340,43.47226,3.68283,1,0,0,1,2
201000013060,10,8,5,340,43.44723,3.62061,0,1,1,0,2
201000013061,10,8,18,340,43.45342,3.65436,0,1,0,0,1
201000013062,10,10,18,340,43.454,3.598,1,1,0,0,2
201000013063,10,12,2,340,43.423,3.591,1,0,1,0,2
